pct,org_code,org_name,org_type,chem_sub,bnf_name,quantity_per_item,jan_2020_items,jan_2021_items
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,840.0,48,68
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,840.0,7,0
52R,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,840.0,6,11
16C,16C,NHS TEES VALLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,840.0,5,0
322,322,WARRINGTON BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,840.0,49,59
06N,06N,NHS HERTS VALLEYS CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,840.0,4,3
DLA,DLA,CRANSTOUN,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml mixture,841.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,842.0,2,0
01F,01F,NHS HALTON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,842.0,1,0
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,2,3
91Q,91Q,NHS KENT AND MEDWAY CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,1,0
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,3,5
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml mixture,845.0,5,2
01K,01K,NHS MORECAMBE BAY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,0,1
RXE,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,0,1
03F,03F,NHS HULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,5,2
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,6,15
DG3,DG3,THE FORWARD TRUST,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,4,3
03L,03L,NHS ROTHERHAM CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,5,2
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,20,8
03N,03N,NHS SHEFFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,9,5
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,4,5
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,1,4
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,0,1
05Y,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,3,2
AKV,AKV,SWANSWELL CHARITABLE TRUST,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,4,0
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,6,4
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,6,10
52R,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml mixture,845.0,1,0
AKQ,AKQ,DELPHI MEDICAL LTD,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,1,1
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,0,1
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,4,4
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,2,0
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,3,2
00T,00T,NHS BOLTON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,0,1
615,615,WEST BERKSHIRE COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,1,0
10Q,10Q,NHS OXFORDSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,2,0
218,218,NORTH YORKSHIRE COUNTY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,2,3
36L,36L,NHS SOUTH WEST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,1,0
RXE,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Physeptone 1mg/ml mixture,845.0,1,2
116,116,DURHAM COUNTY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,2,4
305,305,BURY METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,1,0
09A,W2U3Z,NHS NORTH WEST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,4,1
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,10,0
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,4,6
14L,14L,NHS MANCHESTER CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,4,2
02P,02P,NHS BARNSLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,1,1
DLA,DLA,CRANSTOUN,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,2,4
71E,71E,NHS LINCOLNSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,4,1
RXE,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,4,7
216,216,NORTH EAST LINCOLNSHIRE COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,3,1
93C,93C,NHS NORTH CENTRAL LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,0,1
107,107,NEWCASTLE CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,3,6
01J,01J,NHS KNOWSLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,1,0
52R,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,1,0
99A,99A,NHS LIVERPOOL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,2,0
01X,01X,NHS ST HELENS CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,4,2
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,12,10
704,704,LONDON BOROUGH OF HACKNEY,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,1,0
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,0,1
NR5,NR5,LIVEWELL SOUTHWEST,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,1,1
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,6,4
15N,15N,NHS DEVON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,2,1
112,112,MIDDLESBROUGH BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,5,3
114,114,STOCKTON-ON-TEES BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,4,5
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,0,6
03H,03H,NHS NORTH EAST LINCOLNSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,3,0
14L,14L,NHS MANCHESTER CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,1,0
08V,A3A8R,NHS NORTH EAST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,1,0
117,117,DARLINGTON BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,3,0
05N,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,0,1
01H,01H,NHS NORTH CUMBRIA CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,2,0
05C,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,1,0
05Y,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,1,0
14L,14L,NHS MANCHESTER CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,1,0
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,1,0
03F,03F,NHS HULL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,43,23
09A,W2U3Z,NHS NORTH WEST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,4,0
07T,A3A8R,NHS NORTH EAST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,0,1
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml mixture,845.0,0,1
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,1,2
15E,15E,NHS BIRMINGHAM AND SOLIHULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,4,4
52R,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,1,0
DG3,DG3,THE FORWARD TRUST,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,1,0
110,110,SUNDERLAND CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,3,1
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,2,0
03N,03N,NHS SHEFFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,1,4
112,112,MIDDLESBROUGH BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,0,1
71E,71E,NHS LINCOLNSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,2,1
310,310,STOCKPORT METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Physeptone 1mg/ml mixture,845.0,1,2
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,7,5
00T,00T,NHS BOLTON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,6,2
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,4,3
03R,03R,NHS WAKEFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,1,0
02Y,02Y,NHS EAST RIDING OF YORKSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,1,0
310,310,STOCKPORT METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,3,4
01J,01J,NHS KNOWSLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,0,1
01A,01A,NHS EAST LANCASHIRE CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml mixture,845.0,1,0
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,8,1
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,8,4
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,40,55
09D,09D,NHS BRIGHTON AND HOVE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,1,0
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,17,13
DEC,DEC,THE SOCIETY OF ST JAMES,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,19,9
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,0,6
313,313,WIGAN METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,0,2
RX4,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,4,7
03F,03F,NHS HULL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,0,1
02P,02P,NHS BARNSLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,1,1
310,310,STOCKPORT METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,845.0,1,0
99A,99A,NHS LIVERPOOL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,845.0,3,3
106,106,GATESHEAD METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,4,4
NI3,117,DARLINGTON BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,0,5
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml mixture,845.0,1,0
02Y,02Y,NHS EAST RIDING OF YORKSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,845.0,2,0
15M,15M,NHS DERBY AND DERBYSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,847.0,1,0
DLA,DLA,CRANSTOUN,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,847.0,0,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml mixture,847.0,1,0
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,847.0,1,0
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,847.0,1,1
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,847.0,0,1
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,847.0,0,2
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,2,2
08V,A3A8R,NHS NORTH EAST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,0
RX4,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,2
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,850.0,3,0
03L,03L,NHS ROTHERHAM CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,0
DLA,DLA,CRANSTOUN,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,850.0,0,1
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,850.0,0,1
AKV,AKV,SWANSWELL CHARITABLE TRUST,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,850.0,2,0
112,112,MIDDLESBROUGH BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,0
107,107,NEWCASTLE CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,1
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,2
RA9,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,0
114,114,STOCKTON-ON-TEES BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,1
03F,03F,NHS HULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,850.0,2,1
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,1
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml mixture,850.0,1,3
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,0
DG3,DG3,THE FORWARD TRUST,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,0
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,5,2
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,850.0,6,5
03N,03N,NHS SHEFFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,1
03N,03N,NHS SHEFFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,850.0,2,5
02P,02P,NHS BARNSLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,0,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,850.0,3,0
01F,01F,NHS HALTON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,0
09A,W2U3Z,NHS NORTH WEST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,1,2
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,850.0,3,2
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,850.0,6,3
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,850.0,0,1
15E,15E,NHS BIRMINGHAM AND SOLIHULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,850.0,1,0
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,852.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,852.0,1,0
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,1,0
RX4,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,0,1
01F,01F,NHS HALTON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,3,2
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,1,0
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,854.0,0,1
03L,03L,NHS ROTHERHAM CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,0,1
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,854.0,1,6
02Y,02Y,NHS EAST RIDING OF YORKSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,1,0
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,1,0
DG3,DG3,THE FORWARD TRUST,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,2,0
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,6,4
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,2,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml mixture,854.0,3,2
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,854.0,0,4
313,313,WIGAN METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,0,2
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,854.0,1,0
02P,02P,NHS BARNSLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,0,1
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,854.0,0,2
NI3,117,DARLINGTON BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,0,2
216,216,NORTH EAST LINCOLNSHIRE COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,3,0
RXE,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,854.0,2,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,854.0,2,1
03N,03N,NHS SHEFFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,2,0
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,854.0,0,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,854.0,2,6
15E,15E,NHS BIRMINGHAM AND SOLIHULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,854.0,2,2
99A,99A,NHS LIVERPOOL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,854.0,2,0
112,112,MIDDLESBROUGH BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,2,1
DLA,DLA,CRANSTOUN,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,854.0,1,0
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,854.0,1,2
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,2,1
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,854.0,3,2
116,116,DURHAM COUNTY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,854.0,5,3
03L,03L,NHS ROTHERHAM CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,855.0,1,0
216,216,NORTH EAST LINCOLNSHIRE COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,855.0,1,1
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,855.0,1,0
